x, y
370.06920415224914, 1.2592592592592593
374.9134948096886, 1.4666666666666668
380.4498269896194, 1.674074074074074
385.29411764705884, 1.8666666666666667
390.1384083044983, 2.1185185185185187
394.98269896193773, 2.4222222222222225
400.5190311418685, 2.6222222222222222
404.6712802768166, 2.696296296296296
410.20761245674737, 2.725925925925926
415.05190311418687, 2.7111111111111112
419.89619377162626, 2.666666666666667
424.74048442906576, 2.666666666666667
430.27681660899657, 2.651851851851852
435.12110726643596, 2.6222222222222222
439.96539792387546, 2.6
444.80968858131484, 2.555555555555556
450.34602076124565, 2.5481481481481483
455.1903114186851, 2.562962962962963
460.03460207612454, 2.577777777777778
464.878892733564, 2.6222222222222222
470.4152249134948, 2.6814814814814816
475.9515570934256, 2.651851851851852
480.1038062283737, 2.4296296296296296
484.94809688581313, 2.185185185185185
490.48442906574394, 1.9037037037037037
495.3287197231834, 1.6962962962962964
500.1730103806228, 1.4000000000000001
505.01730103806227, 1.0518518518518518
510.5536332179931, 0.6962962962962963
514.7058823529412, 0.5407407407407407
520.2422145328719, 0.2518518518518519
525.0865051903114, 0.06666666666666667
